id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,set,number,artist,rarity,flavorText,nationalPokedexNumbers,legalities,images,tcgplayer,cardmarket,evolvesTo,resistances,rules
neo3-10,Magneton,Pokémon,['Stage 1'],37,80,['Metal'],Magnemite,"[{'name': 'Electromagnetic Power', 'text': ""As often as you like during your turn (before your attack), you may take 1 Energy card attached to 1 of your Magnemites, Magnetons, or Dark Magnetons and attach it to a different 1 of your Magnemites, Magnetons, and Dark Magnetons. This power can't be used if Magneton is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]","[{'name': 'Plasma', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': 'If there are any Lightning Energy cards in your discard pile, attach 1 of them to Magneton.'}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",10,"""Big Mama"" Tagawa, CR CG gangs",Rare Holo,Three Magnemites are linked by a strong magnetic force. Earaches will occur if you get too close.,[82],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/10.png', 'large': 'https://images.pokemontcg.io/neo3/10_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-10', 'updatedAt': '2026/03/26', 'prices': {'1stEditionHolofoil': {'low': 55.77, 'mid': 80.65, 'high': 98.95, 'market': 33.5, 'directLow': None}, 'unlimitedHolofoil': {'low': 19.2, 'mid': 29.49, 'high': 40.0, 'market': 27.56, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-10', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 26.7, 'lowPrice': 3.5, 'trendPrice': 25.83, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 9.26, 'lowPriceExPlus': 19.5, 'avg1': 42.0, 'avg7': 22.37, 'avg30': 22.76, 'reverseHoloAvg1': 15.31, 'reverseHoloAvg7': 11.99, 'reverseHoloAvg30': 12.33}}",['Magnezone'],"[{'type': 'Grass', 'value': '-30'}]",
neo3-11,Misdreavus,Pokémon,['Basic'],25,50,['Psychic'],,,"[{'name': 'Night Eyes', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'The Defending Pokémon is now Asleep.'}, {'name': 'Perish Song', 'cost': ['Psychic', 'Psychic', 'Psychic'], 'convertedEnergyCost': 3, 'damage': '', 'text': 'If the Defending Pokémon is Asleep and was attacked with Night Eyes during your last turn, it is Knocked Out.'}]",,['Colorless'],1.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",11,Ken Sugimori,Rare Holo,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,[200],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/11.png', 'large': 'https://images.pokemontcg.io/neo3/11_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-11', 'updatedAt': '2026/03/26', 'prices': {'1stEditionHolofoil': {'low': 96.75, 'mid': 136.5, 'high': 9999.0, 'market': 136.62, 'directLow': None}, 'unlimitedHolofoil': {'low': 28.37, 'mid': 31.5, 'high': 77.63, 'market': 51.56, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-11', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 28.65, 'lowPrice': 8.0, 'trendPrice': 52.25, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 19.08, 'lowPriceExPlus': 24.0, 'avg1': 7.99, 'avg7': 28.98, 'avg30': 42.15, 'reverseHoloAvg1': 19.32, 'reverseHoloAvg7': 17.72, 'reverseHoloAvg30': 17.0}}",['Mismagius'],"[{'type': 'Fighting', 'value': '-30'}]",
neo3-12,Porygon2,Pokémon,['Stage 1'],33,70,['Colorless'],Porygon,"[{'name': 'Energy Converter', 'text': ""Once during your turn (before your attack), you may choose 1 basic Energy card attached to 1 of your Pokémon and choose an Energy type. Treat that Energy card as that type until the end of your turn. This power can't be used if Porygon2 is Asleep, Confused, or Paralyzed. If Porygon2 becomes Asleep, Confused, or Paralyzed, the Energy card goes back to its original type."", 'type': 'Pokémon Power'}]","[{'name': 'Delta Beam', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20', 'text': 'Flip a coin. If heads, choose whether the Defending Pokémon becomes Asleep, Confused, or Paralyzed.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",12,Keiji Kinebuchi,Rare Holo,"This upgraded version of Porygon is designed for space exploration. It can't fly, though.",[233],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/12.png', 'large': 'https://images.pokemontcg.io/neo3/12_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-12', 'updatedAt': '2026/03/26', 'prices': {'1stEditionHolofoil': {'low': 70.0, 'mid': 99.99, 'high': 9999.0, 'market': 97.0, 'directLow': None}, 'unlimitedHolofoil': {'low': 37.04, 'mid': 44.25, 'high': 58.95, 'market': 44.73, 'directLow': 42.99}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-12', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 28.98, 'lowPrice': 4.0, 'trendPrice': 18.14, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 18.08, 'lowPriceExPlus': 24.99, 'avg1': 11.99, 'avg7': 18.54, 'avg30': 27.83, 'reverseHoloAvg1': 19.24, 'reverseHoloAvg7': 15.28, 'reverseHoloAvg30': 12.55}}",['Porygon-Z'],"[{'type': 'Psychic', 'value': '-30'}]",
neo3-13,Raikou,Pokémon,['Basic'],40,80,['Lightning'],,"[{'name': 'Lightning Burst', 'text': 'Whenever you attach a Lightning Energy card from your hand to Raikou, if your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. This power stops working while Raikou is Asleep, Confused, or Paralyzed.', 'type': 'Pokémon Power'}]","[{'name': 'Lightning Tackle', 'cost': ['Lightning', 'Lightning', 'Lightning'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'Flip a coin. If tails, Raikou does 20 damage to itself.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",13,Ken Sugimori,Rare Holo,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,[243],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/13.png', 'large': 'https://images.pokemontcg.io/neo3/13_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-13', 'updatedAt': '2026/03/26', 'prices': {'1stEditionHolofoil': {'low': 499.01, 'mid': 499.9, 'high': 9999.0, 'market': 500.0, 'directLow': None}, 'unlimitedHolofoil': {'low': 152.95, 'mid': 211.09, 'high': 230.16, 'market': 201.88, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-13', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 93.73, 'lowPrice': 14.0, 'trendPrice': 140.19, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 70.09, 'lowPriceExPlus': 80.0, 'avg1': 22.0, 'avg7': 115.34, 'avg30': 89.56, 'reverseHoloAvg1': 33.32, 'reverseHoloAvg7': 54.62, 'reverseHoloAvg30': 42.4}}",,,
neo3-14,Suicune,Pokémon,['Basic'],33,70,['Water'],,"[{'name': 'Crystal Body', 'text': ""Prevent all effects of your opponent's attacks, other than damage, done to Suicune. This power stops working while Suicune is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]","[{'name': 'Aurora Wave', 'cost': ['Water', 'Water', 'Water'], 'convertedEnergyCost': 3, 'damage': '30', 'text': 'Flip 2 coins. If both are heads, the Defending Pokémon is now Paralyzed. If only 1 is heads, the Defending Pokémon is now Asleep.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",14,Ken Sugimori,Rare Holo,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water.",[245],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/14.png', 'large': 'https://images.pokemontcg.io/neo3/14_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-14', 'updatedAt': '2026/03/26', 'prices': {'1stEditionHolofoil': {'low': 339.99, 'mid': 364.3, 'high': 9999.0, 'market': 461.45, 'directLow': None}, 'unlimitedHolofoil': {'low': 79.49, 'mid': 107.59, 'high': 9999.0, 'market': 126.22, 'directLow': 200.0}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-14', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 141.33, 'lowPrice': 20.0, 'trendPrice': 251.11, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 70.86, 'lowPriceExPlus': 90.0, 'avg1': 39.99, 'avg7': 220.28, 'avg30': 170.43, 'reverseHoloAvg1': 59.5, 'reverseHoloAvg7': 59.99, 'reverseHoloAvg30': 49.24}}",,,
neo3-15,Aerodactyl,Pokémon,['Stage 1'],27,60,['Fighting'],Mysterious Fossil,"[{'name': 'Prehistoric Memory', 'text': ""Whenever an Evolved Pokémon attacks (even if it's your opponent's), it can use any attack from its Basic Pokémon card or any Evolution card attached to it. It still has to pay for that attack's Energy cost. This power stops working while Aerodactyl is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]","[{'name': 'Fly', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': ""Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Aerodactyl. If tails, this attack does nothing (not even damage).""}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",15,Shin-ichi Yoshida,Rare,"A vicious Pokémon from the distant past, it appears to have flown by spreading its wings and gliding.",[142],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/15.png', 'large': 'https://images.pokemontcg.io/neo3/15_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-15', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 19.11, 'mid': 22.38, 'high': 51.99, 'market': 22.38, 'directLow': None}, 'unlimited': {'low': 4.1, 'mid': 6.1, 'high': 26.2, 'market': 6.2, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-15', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 6.68, 'lowPrice': 1.0, 'trendPrice': 8.47, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 15.42, 'lowPriceExPlus': 2.0, 'avg1': 5.0, 'avg7': 5.62, 'avg30': 6.99, 'reverseHoloAvg1': 12.0, 'reverseHoloAvg7': 19.76, 'reverseHoloAvg30': 9.55}}",,"[{'type': 'Fighting', 'value': '-30'}]",
neo3-16,Celebi,Pokémon,['Basic'],14,50,['Grass'],,,"[{'name': 'Psychic Leaf', 'cost': ['Grass', 'Grass'], 'convertedEnergyCost': 2, 'damage': '10+', 'text': 'Flip a coin for each Energy attached to the Defending Pokémon. This attack does 10 damage plus 10 more damage for each heads. Remove a number of damage counters from Celebi equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Celebi has fewer damage counters than that, remove all of them.'}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",16,Sumiyoshi Kizuki,Rare,"When Celebi disappears deep in a forest, it is said to leave behind an egg it brought from the future.",[251],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/16.png', 'large': 'https://images.pokemontcg.io/neo3/16_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-16', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 17.38, 'mid': 29.99, 'high': 67.95, 'market': 23.94, 'directLow': None}, 'unlimited': {'low': 11.68, 'mid': 16.5, 'high': 9999.0, 'market': 14.17, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-16', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 7.95, 'lowPrice': 0.05, 'trendPrice': 8.69, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 29.77, 'lowPriceExPlus': 7.0, 'avg1': 11.0, 'avg7': 10.42, 'avg30': 10.27, 'reverseHoloAvg1': 34.0, 'reverseHoloAvg7': 26.75, 'reverseHoloAvg30': 17.81}}",,,
neo3-17,Entei,Pokémon,['Basic'],24,60,['Fire'],,"[{'name': 'Legendary Body', 'text': ""As long as Entei is your Active Pokémon, Entei and Energy cards attached to it aren't affected by effects from Trainer cards other than Stadium cards. As long as this Power is active, discard any Trainer cards attached to Entei. (This power works even if Entei is Asleep, Confused, or Paralyzed.)"", 'type': 'Pokémon Power'}]","[{'name': 'Mega Flame', 'cost': ['Fire', 'Fire', 'Fire'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'Flip 2 coins. For each tails, discard 1 Fire Energy card from Entei, if it has any.'}]","[{'type': 'Water', 'value': '×2'}]",,,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",17,Naoyo Kimura,Rare,A Pokémon that races across the land. It is said that one is born every time a new volcano appears.,[244],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/17.png', 'large': 'https://images.pokemontcg.io/neo3/17_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-17', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 44.75, 'mid': 79.99, 'high': 84.91, 'market': 45.64, 'directLow': None}, 'unlimited': {'low': 13.0, 'mid': 17.67, 'high': 39.0, 'market': 18.33, 'directLow': 17.67}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-17', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 10.23, 'lowPrice': 1.0, 'trendPrice': 12.49, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 11.26, 'lowPriceExPlus': 10.0, 'avg1': 8.0, 'avg7': 11.98, 'avg30': 10.28, 'reverseHoloAvg1': 28.99, 'reverseHoloAvg7': 8.78, 'reverseHoloAvg30': 6.83}}",,,
neo3-18,Ho-oh,Pokémon,['Basic'],44,90,['Colorless'],,,"[{'name': 'Rainbow Burn', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '30+', 'text': 'This attack does 30 damage plus 10 more damage for each type of Basic Energy card, if any, attached to Ho-Oh.'}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",18,Aya Kusube,Rare,A legend says that its body glows in seven colors. A rainbow is said to form behind it when it flies.,[250],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/18.png', 'large': 'https://images.pokemontcg.io/neo3/18_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-18', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 27.96, 'mid': 35.0, 'high': 9999.0, 'market': 41.04, 'directLow': None}, 'unlimited': {'low': 12.48, 'mid': 17.58, 'high': 118.25, 'market': 18.25, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-18', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 18.47, 'lowPrice': 2.7, 'trendPrice': 22.93, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 13.84, 'lowPriceExPlus': 10.0, 'avg1': 24.5, 'avg7': 16.05, 'avg30': 15.79, 'reverseHoloAvg1': 16.69, 'reverseHoloAvg7': 14.58, 'reverseHoloAvg30': 10.82}}",,"[{'type': 'Fighting', 'value': '-30'}]",
neo3-19,Kingdra,Pokémon,['Stage 2'],49,90,['Water'],Seadra,,"[{'name': 'Genetic Memory', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Use any attack from Kingdra's Basic Pokémon card or Evolution card. (Kingdra doesn't have to pay for that attack's Energy cost.)""}, {'name': 'Twister', 'cost': ['Water', 'Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '50', 'text': 'Flip 2 coins. For each heads, choose 1 Energy card attached to the Defending Pokémon, if any, and discard it. If both are tails, this attack does nothing (not even damage).'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",19,Mitsuhiro Arita,Rare,It sleeps deep on the ocean floor to build its energy. It is said to cause tornadoes as it wakes.,[230],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/19.png', 'large': 'https://images.pokemontcg.io/neo3/19_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-19', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 13.6, 'mid': 17.75, 'high': 29.99, 'market': 11.07, 'directLow': None}, 'unlimited': {'low': 5.5, 'mid': 6.87, 'high': 99.99, 'market': 7.72, 'directLow': 39.98}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-19', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 6.14, 'lowPrice': 1.0, 'trendPrice': 6.02, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 10.96, 'lowPriceExPlus': 4.0, 'avg1': 2.5, 'avg7': 4.66, 'avg30': 5.48, 'reverseHoloAvg1': 3.9, 'reverseHoloAvg7': 8.92, 'reverseHoloAvg30': 6.9}}",,,
neo3-20,Lugia,Pokémon,['Basic'],43,90,['Psychic'],,,"[{'name': 'Aerowing', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '40', 'text': 'You may flip a coin. If heads, this attack does 80 damage. If tails, this attack does nothing.'}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",20,Aya Kusube,Rare,It is said to be the guardian of the seas. It is rumored to have been seen on the night of a storm.,[249],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/20.png', 'large': 'https://images.pokemontcg.io/neo3/20_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-20', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 77.25, 'mid': 95.0, 'high': 119.99, 'market': 83.43, 'directLow': 77.25}, 'unlimited': {'low': 30.0, 'mid': 38.68, 'high': 9999.0, 'market': 31.36, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-20', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 17.46, 'lowPrice': 4.5, 'trendPrice': 25.99, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 2.66, 'lowPriceExPlus': 15.0, 'avg1': 119.0, 'avg7': 20.77, 'avg30': 22.35, 'reverseHoloAvg1': 3.0, 'reverseHoloAvg7': 4.59, 'reverseHoloAvg30': 4.59}}",,"[{'type': 'Fighting', 'value': '-30'}]",
neo3-21,Raichu,Pokémon,['Stage 1'],39,80,['Lightning'],Pikachu,,"[{'name': 'Thundershock', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Lightning Strike', 'cost': ['Lightning', 'Lightning', 'Lightning'], 'convertedEnergyCost': 3, 'damage': '40', 'text': 'You may discard all Lightning Energy cards attached to Raichu. If you do, this attack does 80 damage.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'neo3', 'name': 'Neo Revelation', 'series': 'Neo', 'printedTotal': 64, 'total': 66, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'N3', 'releaseDate': '2001/09/21', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/neo3/symbol.png', 'logo': 'https://images.pokemontcg.io/neo3/logo.png'}}",21,Masako Yamashita,Rare,"If the electric pouches in its cheeks become fully charged, both ears will stand straight up.",[26],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/neo3/21.png', 'large': 'https://images.pokemontcg.io/neo3/21_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/neo3-21', 'updatedAt': '2026/03/26', 'prices': {'1stEdition': {'low': 9.51, 'mid': 11.96, 'high': 35.0, 'market': 27.42, 'directLow': None}, 'unlimited': {'low': 6.64, 'mid': 15.0, 'high': 158.2, 'market': 14.02, 'directLow': 15.96}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/neo3-21', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 13.89, 'lowPrice': 0.94, 'trendPrice': 16.83, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 2.41, 'lowPriceExPlus': 4.0, 'avg1': 10.89, 'avg7': 7.75, 'avg30': 12.62, 'reverseHoloAvg1': 2.25, 'reverseHoloAvg7': 3.58, 'reverseHoloAvg30': 3.58}}",,,
